,Kingdom,Phylum,Class,Order,Family,Genus,Species
96a0375319176819bf705b9a499aa3b9,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
ce26d5a6ffcb3cfd10d41e062817b902,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
18ec57e2bf0c5ac99702b9bab11490be,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
0783222f1d925cebdf71f579927af07c,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
1a9dee9a71abb39d8c593f69ef455ca0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
f22606507817aed4c71b438e2a36ec02,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
e604007e784a3c7e87645064e1173367,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa_borealis
8df2a0e35b678e87493947ef48e73980,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,Unassigned Cerasicoccaceae,Unassigned Cerasicoccaceae
098cdbea1abfa4cbcad4b1019283c573,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,Unassigned Cerasicoccaceae,Unassigned Cerasicoccaceae
c34b1187d20e3c466b68220587faafef,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,Unassigned Cerasicoccaceae,Unassigned Cerasicoccaceae
9d8b18364e6b1e62282d950c1e1c002c,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Unassigned Opitutus
dac442a5d8f407abbbe9ba7b06f9230b,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Unassigned Opitutus
11f03c79e529c09ace1d1a6e95f7e160,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Unassigned Opitutus
b6d3e52b698c4d8fff49df2ae96141a3,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales
9e5d0e6514754b8694a9224835573fbf,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales
4d451e902834bce211ee781453b03627,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales
62cb46019cb254dd1234a476ae1e2c53,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales
274f553c734320882d891542d95e1455,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales,Unassigned Methylacidiphilales
64aa4413b229d95941f909035ad6afdb,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Unassigned Pedosphaerales,Unassigned Pedosphaerales,Unassigned Pedosphaerales
018d2183a209e6fd87f3833c6a80df5d,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
dc3d1eaf17a97d3cd757d9094c204166,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
1d7ac76fbfa742998299e0a5f0c3cc7e,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
ca52326d353d6518426cb0f327449657,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
acba67ffedc555366748a01751706438,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
2f439d951e9bbc99164ae622ebd950f4,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
b4ebd66863d27bdab0a33664af5540c5,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,auto67_4W,Unassigned auto67_4W,Unassigned auto67_4W
7647a32b3c3440eaeb92bbeed811ebb3,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
3a5d4a7a89a0db5c9f33379d6ca92a90,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
a99a17834cc15902584543434c760349,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
4465a4ff5955a82867f2a33cd0830cd5,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
886a05bbd1181b266c53c553798dbe77,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter,Unassigned CandidatusXiphinematobacter
ced0fdc0c874d8809ffa126dc7a88fc5,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
43a6e3ad033c55ccef26fe5843f2916e,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
30f471b4278f05bc197b4925152ada5f,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Unassigned Chthoniobacteraceae,Unassigned Chthoniobacteraceae
c6cf125b0f347eba71ff157176fdb397,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned Chthoniobacter
2c2571f698ba51d7487ef2b4f64f87fc,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned Chthoniobacter
e0f484e1c9979268dec519bf349872db,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned Chthoniobacter
0b3746720d60c8ae5f4293ba31a90fb5,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Unassigned Luteolibacter
6fb94ac673ab4673fddb177f5cd0fe56,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Unassigned Luteolibacter
f798c36384e3b46c383925bc8dca6b0b,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Unassigned Verrucomicrobiaceae,Unassigned Verrucomicrobiaceae
d5ae69659d24712d6e84bbc1c09652f1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Unassigned Prosthecobacter
bc689b8e5d47493d62e39c86ab975785,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Unassigned Prosthecobacter
fa98fa13ba2a4bd09d539e2349fa863e,Bacteria,OD1,ZB2,Unassigned ZB2,Unassigned ZB2,Unassigned ZB2,Unassigned ZB2
316b9b10e220f33f8275b5367c20cd8e,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unassigned WD2101,Unassigned WD2101,Unassigned WD2101
b970f1e628c87204654fda303629df95,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unassigned WD2101,Unassigned WD2101,Unassigned WD2101
d38a3f30daf98aa1c17e23538f805222,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unassigned WD2101,Unassigned WD2101,Unassigned WD2101
b1b9f7aa234708bba317a550a81eefd3,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
e1ee661d743da618a294e0b0b64b51b5,Bacteria,Planctomycetes,Planctomycetia,B97,Unassigned B97,Unassigned B97,Unassigned B97
eb42fb01a531b7b9b8ee2615b0f7003d,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
4b91e0dcd1bd1bc495bd671f08807727,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
ba3a4af5d297614c7db87bdb01687868,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
32c3e782f71bc4922d13d33f0d6d49f9,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
b8d066309f7f75e40361e563dd2747d7,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
b520f4e51fdb0c9a3f6e95f9d4de4668,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
43efed0d7fce34bab53b136447565425,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
4972a53ea69faaf4631389f707572c95,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
28801a6efebe6f205f98f4209b350246,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
32e679ba28fe4873122f578ad25b5401,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
81c3587316cf1401834c126e9d8c2433,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
7b2ec1c7580840ce6b03e7d5a31146ec,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
dad7f691c2f00db2c4d25ca32e372779,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Unassigned Isosphaeraceae,Unassigned Isosphaeraceae
98e8af77b4efcac6ec3356dfa32ca0aa,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Unassigned Gemmataceae,Unassigned Gemmataceae
d3206a2229195017a6f7451052916494,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata_obscuriglobus
ba8913a65ec534395fec815d4bc7dec2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unassigned Gemmata
39a843e70f718f4cce6f38d020d9c1c5,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unassigned Gemmata
8c22afecae0eb4da8f235ef31dfb34b3,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unassigned Gemmata
81e283e1d681c5c2b6359178cd4e1e20,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unassigned Gemmata
5963b18887e3b348841b763fa85d0eca,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata_obscuriglobus
64b638bbcb4bd233d5add466ebe7df98,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
50f77045f7edbc74402290afe3e741fe,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,Unassigned A17
e3f4ccba7415d8be94e254ac2606a9c8,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
fb975bf8717118e4fed70d99a3e61535,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
7b6e0e63c76e9fbb4f9aeaf2b8992218,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
f26af6db45f96d44a868873fa3c6c0ca,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Unassigned Pirellulaceae,Unassigned Pirellulaceae
9bbbbe1dd9839a1769f2059e19f11529,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
777541bf4af1b2e2302ed81e10f446c3,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
9470e6e0420a2aed3fb05d4e9d1f3821,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
447dfdd2a5a5054d7fa73838fb70d5cd,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
44498a3389f54f94b204c73506c4bdda,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
a7b3800e7bf90fdf37dad472194a92d6,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
91d6040534a491928e6d4b18e708cbe0,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unassigned Planctomyces
b6cf795d6b40b9e13e71aa86070cf207,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,Unassigned MIZ46,Unassigned MIZ46,Unassigned MIZ46
2ec5e8eb8fd67c9c49c86caedf4ab434,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,Unassigned MIZ46,Unassigned MIZ46,Unassigned MIZ46
883d4ccc3e338b91ef6e21ec720be155,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,Unassigned MIZ46,Unassigned MIZ46,Unassigned MIZ46
c8f43cf88fcfce025109fc19220fc0d8,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,Unassigned MIZ46,Unassigned MIZ46,Unassigned MIZ46
9529f862fe73b4a67787b415b4ea27ce,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,Unassigned 0319-6G20,Unassigned 0319-6G20
ed91568c176d898115e96ad145ae0367,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,Unassigned 0319-6G20,Unassigned 0319-6G20
80ec3be8fd653d6b86aec4b5e64f8562,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria
6e132ca44f15a24313a62600adae6197,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,Unassigned BD7-3,Unassigned BD7-3,Unassigned BD7-3
e4ed3dd48424a26a351e294178f27c2c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,Unassigned Telmatospirillum
fcd0a702122d9949d951118445802e43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,Unassigned Telmatospirillum
df9af08b191b1a0b1364617d76b3854c,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria,Unassigned Alphaproteobacteria
1d8bb10eaa78d4d5646e82e960cea3f2,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
0e1d7b9980403dc4cbea7eb92b1bf2e6,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
9a2012b01ae88985b6a9d7892e642a2f,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
6f375d5405464979bc24515da7cdcfec,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
376c0f6b24e2e473223ffe3eb86ed6be,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
16b70d988a6526ee10c21a1480eb0c35,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
e8a863eb610fa25d801f002e300789ff,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
93dbc579dfd7e868a7121cea4a8a5ee1,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
8ccb05fb7ed7f9462d6b3062264b2fbc,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
ebf3a2e4e0237fce3b7c8344a74a7e58,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
0e126e351739b8da5162df23ca249859,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
52a419b4d3d8b6c398da089c79cd5a3f,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unassigned Ellin329,Unassigned Ellin329,Unassigned Ellin329
1309222085ea6e7c9fb19f138dc05992,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,Sandaracinobacter_sibiricus
16f52bb66ddcc75d833a1cd4d15796bf,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
5ccd0bfa607c2e56ecc3d3cf06cb4444,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_azotifigens
b69856b55bb04b1da58c70feff64256c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
f9856af1b6d569723d167b6095ac9673,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
be2afd997208a92ff0ea7e9d5c0bdaa5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
609cfe075d3af9506da2e29b0db659fe,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
4b8dbc2b4580629e63ffb700a5d3e341,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
77c55b0f6c379835576843cf02171325,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
8408e794ffeec7ec04242c246d36bae6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
9c6fba5073178ddcfceb388ba50e74bf,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_echinoides
0d4d751ed16278f09ad7e72b9beba758,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
1ea83794b96a00695927de44a90aa26d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
d0f38bd779c61633b7c3f2409b3b9bf8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
237f1e3f176cec77abbb2b5687a9d871,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
1f4f4a82b05eeccd5361047345201e66,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
39032f4b6765815d5012773e6807e4be,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned Sphingomonas
e89c525fbf367be9757da8b79b9b04e6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
951bd5ee0c2df7f25c6c2959e3c45295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
4cb6135088f9d611d9c517a10b42da5e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
aadc95a76feee642e6de8695f991ccc9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
53dd64b0c29880e8f1e42d19050a7daf,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
3b77c6f080843150bf0062bfbca9e592,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
9d8f0121303a12e83cc450c0f854f047,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
42630c98d41bbf95b2a504084602f221,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
2874dafd592f476c0586edba8905a53e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
42aace0c2c4301a9aa5384c924cd2c8d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_wittichii
7bee9443741d7629f9c2d47e8eeff0d7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
cc290e31ce5c6691ca52270944f080a7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
3dbe591c63bdf30817fe0e62cc9a8887,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
a048531714e648a22ac0145bf1c9914e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
eef217228ff267bd52b55cfac5bb1e02,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
7ea68727c4e0241bdd33c1ec09ef87bb,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
f075744cdedbbbec727c7e1b2037c3e6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned Sphingobium
9332245ccb8cd5b773b3edb112f8a70a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
9e07f61fbf6a64eb15954f192d10ed80,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
39e98dd4e807cd97e92b9f2169cafa9f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
e8eca862abc6edf13d3596914286d539,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
4990a28c16957c1eb8cadc95debb64e7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
54580fb940f267b8e94283e28ad1f13f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
4b770aaf4fab1bff6d933974cb2d32d5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
7428d889f3e72e0c2352b02ffa4c8272,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
e371ab202733a3e6e42736d08962d99a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
1f2b11f62dd511a00843450c477c5987,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned Sphingomonadaceae,Unassigned Sphingomonadaceae
a2d34771c99aa9f8a88e8a6f4ef7be2a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
a530369d7b0189b9a6032f9daa9e3a57,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Unassigned Sphingomonadales,Unassigned Sphingomonadales,Unassigned Sphingomonadales
0d3f5397c168802c30cd468e5bf023d2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
039af8cd5ed02e33e1d4a0abc70e3c3a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
ad256b98041217b93c09033c727aacac,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
ef5a2480e55d717d0c565e287f82a473,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
5e2d110e486533b28818cfce79960e35,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned Novosphingobium
dc2195a898918a1c662787116241b4d9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_capsulatum
7c6279fdfd3552b4202b41ec7630e04f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_capsulatum
