,Kingdom,Phylum,Class,Order,Family,Genus,Species
f2e4355abb553aed0f53a97b59f2acf2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
a69bb6b3dd0634e917d8f759fe380082,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
dd452094efd01d7e12390df1600a5a22,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
625ecf7bcebfadce2c2bf682ed45b2b2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
5b1302e60016e322bbdc6979447a86ed,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
a3da13c7216c2358f9e4b441fe638a6a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
ddc91cc52106d4171e6592113e07eac6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
4a32f1635f88214c4874eec85df56595,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
97207357229c04a115e8d00d251d99a5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Unassigned Buchnera
be08fa752a9cd8e842cee802a8e43a44,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Unassigned Buchnera
84716eae1cd08f8cb80b99d4b195ddef,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unassigned Enterobacteriaceae,Unassigned Enterobacteriaceae
b0ebb83d28933d405742a2c863b1b1c2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,CandidatusBlochmannia,Unassigned CandidatusBlochmannia
e7774b573465401411d728fb6162bb8e,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned Gammaproteobacteria,Unassigned Gammaproteobacteria,Unassigned Gammaproteobacteria,Unassigned Gammaproteobacteria
958795a878ae3f13d4b694eb94b0d2a5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,Luteibacter_rhizovicinus
eacb62c027f1b38ff5ed6af750917d01,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Unassigned Rhodanobacter
619c3de5eeb611ade520111aaeba53df,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Unassigned Rhodanobacter
f0b6a95cfa37b7a3d3ffcd3fda2b3f04,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,Luteibacter_rhizovicinus
867abad3852b604e9b96f8a4dcd03c65,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,Luteibacter_rhizovicinus
97a11e4a9b1dc35e2b88bf01ff22454b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,Unassigned Dyella
3a416378a1ecba1f97e92b7154b3b91b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Gynumella,Gynumella_flava
32496de3ed57d22befe9f83fc16f527f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rudaea,Rudaea_cellulosilytica
3e6df77215986634980e2adbd40a7663,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Unassigned Pseudoxanthomonas
eaf6dc604e283120c00da01d8da910bd,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Unassigned Pseudoxanthomonas
88d69d4137ffc8e1b5a4a8d1a8f23cd1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Unassigned Pseudoxanthomonas
cd42cf9dbcd165b203fa2bf11e18ac4b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas_campestris
e8ae56089df0086036c973aebb81292a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned Xanthomonadaceae,Unassigned Xanthomonadaceae
8f6079ee0daa40bbcf8f712de45df95d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Unassigned Xanthomonas
d0099ee91dbd9830ee9ca81d0ee85747,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_maltophilia
3caf30133a391f2f85e2365d24923375,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Unassigned Stenotrophomonas
fcd256b87f1e8d151209bdbaba0a9a9d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_retroflexus
891019e319f5d8d088ed4f9379fd63ef,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_geniculata
12bf1db2a3833a639d2da1e98aed157c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned Rhodospirillales,Unassigned Rhodospirillales,Unassigned Rhodospirillales
dc4dec5b97f877f8e79dee41491c770a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
4130974a6eeb89d12303cc0697ad75fb,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
7829d728a90001ec8457e8c3a26b0373,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
03914541d4a5d7135888e0a7b660f8b4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
f2e6d610a5e0ac5a0b7a1fb3561839f0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,Unassigned Holosporaceae,Unassigned Holosporaceae
fa765e7e23722fbaeee14fd871d02729,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,Unassigned Holosporaceae,Unassigned Holosporaceae
37726fba8c055a108bbec6fc1bc349ec,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
ac6e31015873d2385e245f6ffff345da,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
f431d7dc4c93fffe2f909abebe00da55,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
e323344c6aa3036cef14dfda952b8c79,Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria
e124acb55b0f8c21b3182a3bdb7dcb20,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales,Unassigned Rickettsiales
80ac188f696669070a3f73dfce2abccd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,Unassigned Wolbachia
d033fe9be437b1877132243292745a22,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,Unassigned Wolbachia
7f4f65756c36e0edc60fd77ecec742af,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unassigned Rickettsiaceae,Unassigned Rickettsiaceae
59050a122b2191699d1f25a1dc354ce4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unassigned Rickettsiaceae,Unassigned Rickettsiaceae
e77c8c6f56fd5d872cdf6e365bae8308,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unassigned Rickettsiaceae,Unassigned Rickettsiaceae
beddf66cf1beb285490719a9e118c6a7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Unassigned Rickettsia
23f670533b760f00d2062a218e7e75c5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia_RickettsiaendosymbiontofDeronectesplatynotus
751515304f322c1045149b0b356ee162,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia_RickettsiaendosymbiontofDeronectesplatynotus
3d0a9a8c97aa4c3cafcc79f9e6cff3b3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Unassigned Rickettsia
bc9ed4f83efef9b2aeded4ed936b7ec9,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Unassigned Rickettsia
f93eee060b79d8e630dbf4a15b393c86,Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria
15cfa27173e1e2d6d20f8084cb7756d3,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Unassigned Parachlamydiaceae,Unassigned Parachlamydiaceae
8ebb9a990dc74241562e6321458e415d,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia,Unassigned CandidatusRhabdochlamydia
889065924d9a3a5c50ecd2a4bb2c8c53,Bacteria,FCPU426,Unassigned FCPU426,Unassigned FCPU426,Unassigned FCPU426,Unassigned FCPU426,Unassigned FCPU426
eafd92dc2d9ec51d1dea0af9e494e897,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned Ruminococcaceae,Unassigned Ruminococcaceae
f9149192075222fd78229075a780a0f6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Unassigned Lactobacillaceae,Unassigned Lactobacillaceae
667b9aff7193ac0ff8763c6256050758,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,Unassigned MLE1-12,Unassigned MLE1-12,Unassigned MLE1-12
8ac9b82aa6353f0771b699818c9b14eb,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Unassigned Entomoplasmatales,Unassigned Entomoplasmatales,Unassigned Entomoplasmatales
01c333753febab2800743c8222725faa,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Unassigned Mycoplasmataceae,Unassigned Mycoplasmataceae
05a518df16ebf6659153ab7b2cad9600,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Unassigned Mycoplasma
dd40ca0d786872f9c181ceb96c485bc8,Bacteria,Tenericutes,Mollicutes,Unassigned Mollicutes,Unassigned Mollicutes,Unassigned Mollicutes,Unassigned Mollicutes
3227fead9c904c1d9c8bdd52b8d03d73,Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria
2cc644320579becdf2e1b9cb5278fb85,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Unassigned Leuconostoc
b39c338f5e964b6cb87e07f10badc6c4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned Lactococcus
46fc0bb55ebc2121dafb162c1b2a6f19,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned Lactococcus
81498438a4a99ab2ba5e04ffba72748e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae
ea3010452d3b8954b64b419a0ada8bcd,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,Unassigned Sporomusa
6e14f4034e782617c3ae143ef74c3de4,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,Unassigned Pelosinus
8114950780beaf8e8023491a1630a176,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaerospora,Anaerospora_hongkongensis
aa7b28a2bc5cbe7b220552b927a1a64a,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unassigned Paenibacillus
92a4da6a12eb5275bc9880149003e7a6,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unassigned Paenibacillus
c5a7332399735113a898e9e35b406e5c,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unassigned Paenibacillus
97a560bfcc3231d67c8424e4fe5f65b0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unassigned Paenibacillus
531358704d11c77f763818cc06b3eb17,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unassigned Paenibacillus
791f845d6864ddc9d35223e29563a722,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Unassigned Paenibacillaceae,Unassigned Paenibacillaceae
0d87b112bc336b97248bf4757a668689,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unassigned Bacillus
e55f7ffdc508fc02e0ce54bfb21e6038,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unassigned Exiguobacterium
962b9bf1dacac6a1b5e8d80dbc97dbbf,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_viridans
31db0cf2ab6f6bb10d982f7be371baf8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unassigned Enterococcus
e0e6af257e41c34e70e0aee4ec1256d5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Unassigned Enterococcaceae,Unassigned Enterococcaceae
d73835da51464de444e732fe62aec643,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unassigned Bacillus
1ed3de95a51db2df9676955423442d33,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Unassigned Ruminococcus
09196c1b7c03aa87afab1ee719db02c5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Unassigned Ruminococcus
8edf5678c2d7ccfb5eb7ea4312731153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium,Clostridium_methylpentosum
288243288488093a7e0eafe5f3b77544,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Unassigned Ruminococcus
36122bc1fc226f0878fb56f30aef9a81,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter,Unassigned Sedimentibacter
c87f305e278617ac231a0a57d7a27a25,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unassigned Clostridium
b5c75ab1f927fba097a9231ea3675f1b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unassigned Clostridium
a0c99592eb9b534147f3516a40c724de,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unassigned Clostridiaceae,Unassigned Clostridiaceae
ea2e09dec9d3769b17afa283ff22d5da,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_intestinale
db319224c1303cac231f2e31e0347b06,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_butyricum
42333baaeb967ef0762fa3a00b39ad32,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_butyricum
3dcf95f04c5e5084618a820fded0a048,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_butyricum
078e07341411500f82ac4ecb0e8d9599,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_butyricum
c69f62979210a3972c26b0dfbdb3f2f2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unassigned Clostridiaceae,Unassigned Clostridiaceae
36b385619c05f5e2318b8ee760f8836d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unassigned Clostridiaceae,Unassigned Clostridiaceae
a146e62cb98cb47c2ffb7b3a4abfc3d5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Unassigned Clostridiaceae,Unassigned Clostridiaceae
8d5ecba2cbb96c5e2e01b8b9fced7e06,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unassigned Clostridium
023b9f1ee52cf3a86f1f02e47cbe02a7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_bowmanii
ca5476b37d6674c7d1a6ad508cf52d5c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_bowmanii
dac53e498cab5a44e952589becc94f17,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Unassigned Gracilibacteraceae,Unassigned Gracilibacteraceae
bd465698358b623000238aaed1cd9f48,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned Lachnospiraceae,Unassigned Lachnospiraceae
ec401eab818f8942fe0c25baca538930,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned Lachnospiraceae,Unassigned Lachnospiraceae
7bc6304a3b13c6ca73dfca4497a00dc5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,Unassigned Clostridium
7e71c85c649101d11ad8b09f392fac24,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,Unassigned Clostridium
d254c35eed9cd684916a1752be9dd626,Bacteria,Firmicutes,Clostridia,Clostridiales,Unassigned Clostridiales,Unassigned Clostridiales,Unassigned Clostridiales
aa9640375ef8e0ef404343bd2ed52edd,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium_sordellii
69a95a431d86566fd7520a966d10bb17,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium_sordellii
9244dfd9a167be2a99a8b77f6297dbf6,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Clostridium_bifermentans
c950846150e92b59f7b0629afe0c0060,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Unassigned Peptostreptococcaceae,Unassigned Peptostreptococcaceae
d1600785554386f26846f8758216e6e9,Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,Unassigned Acidaminobacter
c7c779fa3082af6f739c913c4bd51520,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,Unassigned Anaerovorax
4d723a182561c3d3e0268d0a49d1c1b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,Unassigned Anaerovorax
cfde10cc8c58238edc78e7f194d304b8,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
64cff73dcdc18cd66f17af843d0f829c,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Unassigned Patulibacter
8a5f140a1a35d900620bd4e63457b3fa,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
4ebdfa432df3c2ab3dc15e25ddc15606,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
584d9739b21f27b2dd92d6d5e77a85d0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
c98a1ffa75c3de4543001d6d4f292603,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
6b19046af967ab2c660e84bab1beb0e1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
4d5ec4b10e07161602afa45c0c8ca4e4,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales,Unassigned Solirubrobacterales
dc07f8bc5a42022cccf88803e84e69f5,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unassigned Conexibacter
53e6ee4f4e45ea6e60c484a2a1209642,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unassigned Conexibacter
33421e0a4d38887486273d3b7f89cfd7,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unassigned Conexibacter
4c9e9d8ce2188325386691e38ed1de03,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned Micromonosporaceae,Unassigned Micromonosporaceae
6d379bcfb41ab1edd1ea3c6202b086e7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,Unassigned Actinoplanes
cbd3bd0c85ddab9285651fccd2878632,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Unassigned Nakamurellaceae,Unassigned Nakamurellaceae
e05e7db0009a370fbbaf3e8eb4292ee8,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Unassigned Nakamurellaceae,Unassigned Nakamurellaceae
bbb73e53c04fff5e020f84568089f0b1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Unassigned Nakamurellaceae,Unassigned Nakamurellaceae
7f6d6ae6793b319bc0c40fa3fd8bbf2c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Unassigned Nakamurellaceae,Unassigned Nakamurellaceae
f77ca0919e18338221108e7da1d925fc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
da03d71267fb1f5c1ea210b599150656,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
f482163626e4c859354c09b10c7f8524,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
818fb549b5ef05235c04cfc5b6cf526f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
90d60b275e7c44109d6e5206c48be942,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
b8721b8b0e07b6f1b463dc3681fcca7f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Unassigned Frankiaceae,Unassigned Frankiaceae
63abd90cc2093b63ce3ba8f7f61dce0b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
3ab466ec5dcd28eee0ad2fdc2a8c198e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,Unassigned Sanguibacter
7b013f6d1a4528c6f731b5977fcb2c89,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,Unassigned Sanguibacter
8e9c3a34dc48006cccf4685148f6246e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
6c891abaa8f2147383dd332e601800eb,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,Unassigned Micrococcus
805e633f669e5e954d57037440aa8f67,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Unassigned Arthrobacter
33d5a2c7d222f0b503a88a922c1312e1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
d0456fc73b97de2f089a93ba5bce1042,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
f35fd86dac94d93b803ff026c4a4a402,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia,Unassigned Yonghaparkia
729992fc524b5c9f4ea11e6dfbd9dd47,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
3afd9c8395c8816adde5b47765baa4db,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Unassigned Microbacterium
90233fafe474291137723be1c7eb3733,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryocola,Unassigned Cryocola
746b8dc5d5a256f358f23035dbd4e449,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rathayibacter,Unassigned Rathayibacter
10e1bfa5ae7b9bf452990cac517cd318,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryocola,Unassigned Cryocola
b360037192217d695f504a8ce53b743b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
5bbfea788b18e67647228f934c1854e6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
b093219d6c2680f37598fee258c7992a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
340e6bf7f2bf13b0945e9b68034a1f0c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
7f67df35887fe8a6f936770263b4a361,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
131f8b9807185e055d725c468cd46a88,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
